u,v,key,osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,access,bridge,tunnel,width,junction
42421728,42435337,0,195743153,Central Park West,secondary,25 mph,False,True,85.345,"LINESTRING (-73.9600437 40.7980478, -73.9601116 40.7979549, -73.9604229 40.7975294, -73.9604907 40.7974335, -73.9605349 40.7973764)",,,,,,,
42421728,42421731,0,"[420625565, 420625573, 5668966]",West 106th Street,secondary,,False,False,138.03300000000002,"LINESTRING (-73.9600437 40.7980478, -73.960166 40.7980991, -73.9601892 40.7981088, -73.9604229 40.7982075, -73.9607088 40.7983289, -73.9611061 40.7984943, -73.9613898 40.7986175, -73.9614745 40.7986542)",,,,,,,
42421728,42432736,0,"[1271523197, 1271523198]",Central Park West,secondary,25 mph,False,False,86.27499999999999,"LINESTRING (-73.9600437 40.7980478, -73.9599664 40.7981534, -73.9598317 40.7983246, -73.9595902 40.7986676, -73.9595472 40.7987264)",,,,,,,
42421731,42437916,0,5671485,Manhattan Avenue,residential,,False,True,86.149,"LINESTRING (-73.9614745 40.7986542, -73.9615364 40.7985694, -73.9619258 40.7980368, -73.96197 40.7979763)",,,,,,,
42421731,42432737,0,195743186,Manhattan Avenue,residential,,False,False,85.96799999999999,"LINESTRING (-73.9614745 40.7986542, -73.9614014 40.7987535, -73.9610129 40.7992819, -73.9609777 40.7993297)",,,,,,,
42421731,42421728,0,"[420625565, 5668966, 420625573]",West 106th Street,secondary,,False,True,138.033,"LINESTRING (-73.9614745 40.7986542, -73.9613898 40.7986175, -73.9611061 40.7984943, -73.9607088 40.7983289, -73.9604229 40.7982075, -73.9601892 40.7981088, -73.960166 40.7980991, -73.9600437 40.7980478)",,,,,,,
42421731,42421737,0,"[195743201, 420625570]",West 106th Street,secondary,,False,False,134.77100000000002,"LINESTRING (-73.9614745 40.7986542, -73.9615798 40.7986988, -73.9621333 40.7989327, -73.9626775 40.7991586, -73.9627461 40.7991884, -73.9628734 40.7992437)",,,,,,,
42421737,42421731,0,"[195743201, 420625570]",West 106th Street,secondary,,False,True,134.77100000000002,"LINESTRING (-73.9628734 40.7992437, -73.9627461 40.7991884, -73.9626775 40.7991586, -73.9621333 40.7989327, -73.9615798 40.7986988, -73.9614745 40.7986542)",,,,,,,
42421737,42437917,0,420625563,Columbus Avenue,primary,25 mph,True,False,85.99,"LINESTRING (-73.9628734 40.7992437, -73.9629411 40.7991518, -73.9633253 40.798629, -73.9633705 40.7985681)",3,,,,,,
42421737,42421741,0,420625567,West 106th Street,secondary,,False,True,271.351,"LINESTRING (-73.9628734 40.7992437, -73.963003 40.7992988, -73.9630191 40.7993056, -73.9644097 40.7998905, -73.9655938 40.8003886, -73.9656909 40.8004295)",2,,,,,,
42421741,42432756,0,"[957050578, 196116970]",Amsterdam Avenue,primary,,True,False,86.24000000000001,"LINESTRING (-73.9656909 40.8004295, -73.9656174 40.8005311, -73.965312 40.8009526, -73.9652365 40.8010529, -73.9651949 40.8011081)","['4', '3']",,,,,,
42421741,1061531654,0,"[420625569, 196117060, 420625564]",West 106th Street,secondary,,False,False,199.79500000000002,"LINESTRING (-73.9656909 40.8004295, -73.9658448 40.8004944, -73.9661491 40.8006204, -73.9673199 40.8011177, -73.9675993 40.8012339, -73.9676493 40.8012546, -73.9677649 40.8013033)",,,,,,,
42421741,42421737,0,420625567,West 106th Street,secondary,,False,False,271.351,"LINESTRING (-73.9656909 40.8004295, -73.9655938 40.8003886, -73.9644097 40.7998905, -73.9630191 40.7993056, -73.963003 40.7992988, -73.9628734 40.7992437)",2,,,,,,
42421745,1061531654,0,195743200,West 106th Street,secondary,,False,False,22.088,"LINESTRING (-73.9679955 40.8013981, -73.9677649 40.8013033)",,,,,,,
42421745,42421749,0,"[420625568, 68674963]",West 106th Street,secondary,,False,True,55.92400000000001,"LINESTRING (-73.9679955 40.8013981, -73.9680981 40.801439, -73.9683989 40.8015708, -73.9684328 40.8015851, -73.9685741 40.8016452)",,,,,,,
42421745,11803957852,0,196116982,Broadway,primary,25 mph,True,False,93.53800000000001,"LINESTRING (-73.9679955 40.8013981, -73.9680091 40.801282, -73.9680792 40.8006377, -73.9680927 40.8005602)",4,,,,,,
42421749,42421751,0,46563041,West 106th Street,residential,,False,False,142.26,"LINESTRING (-73.9685741 40.8016452, -73.9686729 40.8016908, -73.9699373 40.8022202, -73.9699992 40.8022463, -73.9700504 40.8022679)",,,,,,,
42421749,42421745,0,"[420625568, 68674963]",West 106th Street,secondary,,False,False,55.924,"LINESTRING (-73.9685741 40.8016452, -73.9684328 40.8015851, -73.9683989 40.8015708, -73.9680981 40.801439, -73.9679955 40.8013981)",,,,,,,
42421749,42431118,0,"[945966226, 1029634742]",West End Avenue,tertiary,25 mph,False,False,85.52099999999999,"LINESTRING (-73.9685741 40.8016452, -73.9686264 40.8015702, -73.9688902 40.8011915, -73.9690109 40.8010266, -73.9690527 40.8009668)","['2', '3']",,,,,,
42421751,42421749,0,46563041,West 106th Street,residential,,False,True,142.26000000000002,"LINESTRING (-73.9700504 40.8022679, -73.9699992 40.8022463, -73.9699373 40.8022202, -73.9686729 40.8016908, -73.9685741 40.8016452)",,,,,,,
42421751,42432764,0,945966227,Riverside Drive,residential,,True,False,85.181,"LINESTRING (-73.9700504 40.8022679, -73.9700301 40.8022957, -73.96956 40.802938)",1,,,,,,
42421769,42443347,0,195743159,Columbus Avenue,primary,25 mph,True,False,86.01,"LINESTRING (-73.9750067 40.7826383, -73.9750379 40.7825956, -73.9754275 40.7820554, -73.9754991 40.7819606)",3,,,,,,
42421772,42421769,0,5668968,West 80th Street,residential,,True,False,271.70200000000006,"LINESTRING (-73.9778254 40.783828, -73.9777095 40.783779, -73.9751186 40.7826855, -73.9750067 40.7826383)",2,,,,,,
42421772,42442469,0,"[1025731514, 195743132]",Amsterdam Avenue,primary,,True,False,81.618,"LINESTRING (-73.9778254 40.783828, -73.9777779 40.783893, -73.9775743 40.7841721, -73.977474 40.78431, -73.977396 40.7844124, -73.9773536 40.7844692)","['4', '3']",,,,,,
42421775,11655721345,0,5668968,West 80th Street,residential,,True,False,19.292,"LINESTRING (-73.9795827 40.7845691, -73.9793825 40.7844847)",2,,,,,,
42421775,42428653,0,404253364,Broadway,primary,25 mph,True,False,86.20899999999999,"LINESTRING (-73.9795827 40.7845691, -73.9796193 40.7845198, -73.9800106 40.7839918, -73.9800838 40.783893)",4,,,,,,
42421776,42421775,0,5668968,West 80th Street,residential,,True,False,105.43299999999999,"LINESTRING (-73.9806732 40.7850352, -73.9805399 40.7849801, -73.9796837 40.7846117, -73.9795827 40.7845691)",2,,,,,,
42421776,42431024,0,"[837696056, 837696054]",West End Avenue,tertiary,25 mph,False,False,80.922,"LINESTRING (-73.9806732 40.7850352, -73.9806326 40.7850908, -73.9804315 40.7853625, -73.9802505 40.7856122, -73.9802092 40.7856725)",3,,,,,,
42421776,42431019,0,"[837696052, 837696055]",West End Avenue,tertiary,25 mph,False,True,86.554,"LINESTRING (-73.9806732 40.7850352, -73.9807116 40.7849827, -73.9809518 40.7846542, -73.9810985 40.7844501, -73.9811697 40.7843536)","['2', '3']",,,,,,
42421778,42421776,0,5668968,West 80th Street,residential,,True,False,127.99200000000002,"LINESTRING (-73.9820041 40.7855915, -73.9819094 40.7855519, -73.9807991 40.7850874, -73.9806732 40.7850352)",2,,,,,,
42421778,42422592,0,"[763299975, 46111607]",Riverside Drive,secondary,,False,False,87.48,"LINESTRING (-73.9820041 40.7855915, -73.9825605 40.7850613, -73.9826519 40.7849764)",,,,,,,
42421778,42441587,0,46111607,Riverside Drive,secondary,,False,True,82.185,"LINESTRING (-73.9820041 40.7855915, -73.9816307 40.7859548, -73.981574 40.7860137, -73.9815182 40.7860781, -73.9814798 40.7861318, -73.9814421 40.7861933)",,,,,,,
42421783,42443522,0,"[5672050, 164839573]",Nagle Avenue,primary,,False,"[False, True]",267.007,"LINESTRING (-73.9313239 40.8593291, -73.9312001 40.8593221, -73.9311063 40.8593184, -73.9309337 40.8593423, -73.9308743 40.8593602, -73.9307617 40.8593942, -73.9305963 40.8594507, -73.9304771 40.859494, -73.9295436 40.8598335, -73.9284976 40.8602138, -73.92842 40.860242)","['4', '3']",,,,,,
42421783,42427782,0,"[104984000, 5672430]",Bennett Avenue,residential,20 mph,True,False,249.00000000000003,"LINESTRING (-73.9313239 40.8593291, -73.9314678 40.8593716, -73.931976 40.8595273, -73.9320193 40.8595373, -73.932068 40.8595415, -73.9321017 40.8595423, -73.9321383 40.8595391, -73.9321685 40.8595319, -73.9321996 40.8595212, -73.9322204 40.8595116, -73.9322515 40.8594938, -73.9322776 40.8594721, -73.9322956 40.8594505, -73.9325562 40.8589242, -73.9325757 40.8588848, -73.9328137 40.8584289, -73.932977 40.8581161)",,,,,,,
42421783,42429174,0,962669696,Broadway,primary,,False,False,153.183,"LINESTRING (-73.9313239 40.8593291, -73.9312851 40.8594264, -73.9312557 40.8595059, -73.9312076 40.8596364, -73.9311638 40.8597508, -73.9310455 40.8600595, -73.9307907 40.8605994, -73.930771 40.860641)",4,US 9,,,,,
42421783,8904913030,0,"[962669697, 962669695]",Broadway,primary,,False,True,29.605999999999998,"LINESTRING (-73.9313239 40.8593291, -73.9313463 40.8592808, -73.9314116 40.8591374, -73.9314426 40.8590785)",4,US 9,,,,,
42421785,42421786,0,5668973,Hillside Avenue,tertiary,,True,False,239.745,"LINESTRING (-73.930122 40.858744, -73.9294511 40.8584861, -73.9292936 40.8584402, -73.9291161 40.8584148, -73.9289784 40.8584081, -73.928858 40.8584145, -73.9286974 40.8584309, -73.9285588 40.858474, -73.9284067 40.858533, -73.9282468 40.8586131, -73.927625 40.859012)",,,,,,,
42421785,42443520,0,5671285,Bogardus Place,residential,,False,False,201.183,"LINESTRING (-73.930122 40.858744, -73.9300312 40.8587779, -73.9300308 40.858778, -73.9280974 40.8595003, -73.9280494 40.859518, -73.927977 40.859545)",,,,,,,
42421786,42421791,0,5668973,Hillside Avenue,tertiary,,True,False,127.58999999999999,"LINESTRING (-73.927625 40.859012, -73.927144 40.8597008, -73.9270589 40.8597941, -73.9269013 40.8598836, -73.9268578 40.8599064, -73.926786 40.859944)",,,,,,,
42421791,4814440062,0,5668973,Hillside Avenue,tertiary,,True,False,215.27400000000003,"LINESTRING (-73.926786 40.859944, -73.9261189 40.8602842, -73.9260517 40.8603172, -73.9258828 40.860403, -73.9258005 40.8604448, -73.9256723 40.8606202, -73.9252158 40.8612434, -73.9252327 40.8612956, -73.9252612 40.8613637)",,,,,,,
42421791,42448930,0,5671645,Sickles Street,residential,,True,False,90.62,"LINESTRING (-73.926786 40.859944, -73.926826 40.8600044, -73.927197 40.8605647, -73.9272105 40.8605768, -73.9273 40.860657)",,,,,,,
42421800,42435308,0,542215780,Central Park West,secondary,25 mph,False,True,80.571,"LINESTRING (-73.9703125 40.7839869, -73.9703541 40.7839304, -73.9707295 40.7834159, -73.9707756 40.7833528)",4,,,,,,
42421800,42424851,0,"[1271523180, 1271523181]",Central Park West,secondary,25 mph,False,False,80.763,"LINESTRING (-73.9703125 40.7839869, -73.9702639 40.7840515, -73.9700939 40.7842861, -73.9698866 40.7845721, -73.9698495 40.784623)",4,,,,,,
42421803,42437300,0,421853639,Columbus Avenue,primary,,True,False,80.824,"LINESTRING (-73.9731496 40.7851818, -73.973194 40.7851208, -73.9735658 40.7846096, -73.9736127 40.7845451)",4,,,,,,
42421803,42421800,0,542216919,West 84th Street,residential,,True,False,273.333,"LINESTRING (-73.9731496 40.7851818, -73.973013 40.7851243, -73.9704284 40.7840348, -73.9703125 40.7839869)",,,,,,,
42421806,42421803,0,5668977,West 84th Street,residential,,True,False,271.734,"LINESTRING (-73.9759753 40.7863627, -73.9758674 40.7863177, -73.974777 40.7858619, -73.9732665 40.7852306, -73.9731496 40.7851818)",,,,,,,
42421806,42442475,0,740085321,Amsterdam Avenue,primary,,True,False,81.107,"LINESTRING (-73.9759753 40.7863627, -73.9759259 40.7864303, -73.9755455 40.7869515, -73.9755093 40.7870011)",3,,,,,,
42421809,11655721355,0,5668977,West 84th Street,residential,,True,False,17.095,"LINESTRING (-73.9776916 40.7870876, -73.9775145 40.7870124)",,,,,,,
42421809,42428663,0,404253364,Broadway,primary,25 mph,True,False,80.173,"LINESTRING (-73.9776916 40.7870876, -73.9777297 40.7870401, -73.9781277 40.7865226, -73.9781723 40.7864652)",4,,,,,,
42421810,42421809,0,5668977,West 84th Street,residential,,True,False,109.34,"LINESTRING (-73.9788225 40.7875711, -73.9786949 40.7875161, -73.9777901 40.7871294, -73.9776916 40.7870876)",,,,,,,
42421810,42431030,0,837696059,West End Avenue,tertiary,25 mph,False,True,80.698,"LINESTRING (-73.9788225 40.7875711, -73.9788613 40.7875201, -73.9792438 40.7869983, -73.979288 40.7869367)",2,,,,,,
42421810,42431034,0,"[837696061, 837696062]",West End Avenue,tertiary,25 mph,False,False,80.27499999999999,"LINESTRING (-73.9788225 40.7875711, -73.9787769 40.7876326, -73.9785833 40.7878976, -73.9784007 40.7881536, -73.9783631 40.7882037)",3,,,,,,
42421820,42421810,0,5668977,West 84th Street,residential,,True,False,215.285,"LINESTRING (-73.9810702 40.788486, -73.9810202 40.7884811, -73.980978 40.7884732, -73.9809588 40.7884674, -73.9809372 40.7884609, -73.9808989 40.7884456, -73.9789416 40.7876221, -73.9788225 40.7875711)",,,,,,,
42421820,42437312,0,46111607,Riverside Drive,secondary,,False,False,89.457,"LINESTRING (-73.9810702 40.788486, -73.981078 40.788417, -73.9810965 40.7882529, -73.9811444 40.7877628, -73.9811521 40.7876839)",,,,,,,
42421820,42441569,0,46111607,Riverside Drive,secondary,,False,True,88.052,"LINESTRING (-73.9810702 40.788486, -73.9810619 40.7885566, -73.9810496 40.7886607, -73.9810332 40.7887683, -73.9810168 40.7888684, -73.980995 40.7889541, -73.9809659 40.7890334, -73.9809346 40.7891079, -73.9808991 40.789177, -73.9808906 40.7891917, -73.9808538 40.7892552)",,,,,,,
42421828,42430942,0,194923763,East 10th Street,tertiary,20 mph,False,False,101.45,"LINESTRING (-73.976212 40.725326, -73.9752662 40.7249208, -73.975164 40.724877)",,,,,,,
42421828,42430938,0,194923763,East 10th Street,tertiary,20 mph,False,True,126.92099999999999,"LINESTRING (-73.976212 40.725326, -73.9773671 40.7258117, -73.9774353 40.7258404, -73.977529 40.7258798)",,,,,,,
42421852,561035342,0,5668986,La Salle Street,residential,,False,False,261.715,"LINESTRING (-73.9568234 40.8126219, -73.9569537 40.8126767, -73.9572378 40.812796, -73.9573486 40.8128425, -73.9579947 40.813114, -73.9580451 40.8131351, -73.9583733 40.8132732, -73.9586164 40.8133751, -73.9590081 40.8135396, -73.9591591 40.8136031, -73.9592049 40.8136223, -73.9592368 40.8136348, -73.9592601 40.8136436, -73.9594767 40.8137096, -73.9595608 40.8137352)",,,,,,,
42421852,42442584,0,309956784,Amsterdam Avenue,secondary,,False,False,96.327,"LINESTRING (-73.9568234 40.8126219, -73.956775 40.8126893, -73.9566148 40.8129089, -73.9563693 40.8132496, -73.9562717 40.8133809)",,,,,,,
42421852,42438928,0,309956784,Amsterdam Avenue,secondary,,False,True,171.363,"LINESTRING (-73.9568234 40.8126219, -73.9568629 40.8125675, -73.9570913 40.8122535, -73.9573168 40.8119433, -73.9573464 40.8119026, -73.9573827 40.8118527, -73.9577662 40.811325, -73.957805 40.8112717)",,,,,,,
42421857,42421865,0,5668986,La Salle Street,residential,,False,False,85.266,"LINESTRING (-73.9598 40.8138218, -73.9598901 40.8138544, -73.9605463 40.8141246, -73.9606112 40.8141507, -73.9606929 40.814184)",,,,,,,
42421857,561035342,0,5668986,La Salle Street,residential,,False,True,22.314999999999998,"LINESTRING (-73.9598 40.8138218, -73.9596999 40.8137856, -73.9595608 40.8137352)",,,,,,,
42421857,1506591534,0,828303725,Broadway,primary,,True,False,246.775,"LINESTRING (-73.9598 40.8138218, -73.9598626 40.8137371, -73.9606271 40.8127016, -73.9607621 40.8125149, -73.961175 40.8119563, -73.9612283 40.8118836)",2,,,,,,
42421865,42421857,0,5668986,La Salle Street,residential,,False,True,85.26599999999999,"LINESTRING (-73.9606929 40.814184, -73.9606112 40.8141507, -73.9605463 40.8141246, -73.9598901 40.8138544, -73.9598 40.8138218)",,,,,,,
42421865,42443181,0,444907552,Claremont Avenue,residential,,False,False,171.551,"LINESTRING (-73.9606929 40.814184, -73.9606367 40.8142617, -73.9604969 40.814454, -73.9602075 40.8148528, -73.9600507 40.8150688, -73.9597743 40.8154498, -73.9597119 40.8155364)",,,,,,,
42421865,1332860731,0,444907552,Claremont Avenue,residential,,False,True,244.92499999999998,"LINESTRING (-73.9606929 40.814184, -73.9607362 40.8141248, -73.960947 40.8138365, -73.961231 40.813448, -73.9615093 40.8130674, -73.9616239 40.812911, -73.9620126 40.8123796, -73.9620494 40.8123293, -73.9621024 40.8122569)",,,,,,,
42421877,42421889,0,"[5668989, 1032454983]",West 9th Street,residential,25 mph,True,False,311.336,"LINESTRING (-73.9959291 40.7328569, -73.9960265 40.7328958, -73.9987019 40.7340344, -73.9989395 40.7341355, -73.9990171 40.7341483, -73.9991816 40.7341463)","['2', '1']",,,,,,
42421877,42437949,0,889114527,5th Avenue,secondary,25 mph,True,False,76.599,"LINESTRING (-73.9959291 40.7328569, -73.9959635 40.7328024, -73.9961064 40.7326051, -73.9961811 40.7325019, -73.9963168 40.7323146, -73.9963626 40.7322515)",2,,,,,,
42421889,42432191,0,24264114,Christopher Street,residential,25 mph,True,False,41.444,"LINESTRING (-73.9991816 40.7341463, -73.9993555 40.7341292, -73.9995275 40.7340938, -73.9996618 40.7340688)",,,,,,,
42421889,42430241,0,451905565,6th Avenue,secondary,25 mph,True,False,81.11999999999999,"LINESTRING (-73.9991816 40.7341463, -73.9991288 40.7342185, -73.9987633 40.7347164, -73.998714 40.734784)",4,,,,,,
42421941,42421960,0,480682396,Water Street,primary,25 mph,False,False,27.203,"LINESTRING (-74.0087265 40.7042693, -74.0088945 40.7041583, -74.0089696 40.7041084)",4,,,,,,
42421941,42453902,0,"[1151035737, 384178817, 496989959]",Water Street,primary,25 mph,False,True,150.43299999999996,"LINESTRING (-74.0087265 40.7042693, -74.008154 40.7046522, -74.0081181 40.7046776, -74.0080834 40.7047021, -74.00776 40.7049269, -74.0077048 40.7049653, -74.0074688 40.7051361, -74.0074068 40.7051798)",4,,,,,,
42421946,42421941,0,5668999,Old Slip,residential,25 mph,True,False,55.69299999999999,"LINESTRING (-74.008386 40.7038639, -74.0086703 40.7041108, -74.008704 40.7041399, -74.0087216 40.7041632, -74.0087318 40.7041934, -74.0087341 40.7042233, -74.0087319 40.7042463, -74.0087265 40.7042693)",1,,,,,,
42421951,42421946,0,5668999,Old Slip,residential,25 mph,True,False,78.949,"LINESTRING (-74.0077746 40.7033264, -74.0078247 40.703378, -74.0082518 40.7037457, -74.008269 40.7037626, -74.008386 40.7038639)",1,,,,,,
42421951,42444223,0,46154337,South Street,primary,25 mph,False,True,77.97200000000001,"LINESTRING (-74.0077746 40.7033264, -74.0077362 40.7033417, -74.0077 40.7033604, -74.0075441 40.7034558, -74.0072642 40.7036272, -74.0072276 40.7036503, -74.0070902 40.703737, -74.0070517 40.7037626)",2,,,,,,
42421951,42421965,0,440542775,South Street,primary,25 mph,True,False,23.061,"LINESTRING (-74.0077746 40.7033264, -74.007812 40.7033118, -74.0078494 40.703294, -74.0079952 40.7032048)",1,,,,,,
42421960,42427956,0,46160403,Hanover Square,residential,25 mph,False,False,66.408,"LINESTRING (-74.0089696 40.7041084, -74.0090056 40.7041477, -74.0090437 40.7041846, -74.0093665 40.7044626, -74.0094144 40.7045019, -74.0094849 40.7045596)",2,,,,,,
42421960,42431898,0,195743199,Water Street,primary,25 mph,False,False,253.81300000000002,"LINESTRING (-74.0089696 40.7041084, -74.009039 40.7040623, -74.0094936 40.7037597, -74.0095813 40.7037014, -74.0095933 40.7036934, -74.0096787 40.7036364, -74.010081 40.7033677, -74.0101395 40.703337, -74.0102058 40.7033084, -74.0102111 40.7033061, -74.0103027 40.7032777, -74.0104059 40.7032517, -74.0104675 40.7032361, -74.010538 40.7032173, -74.0107466 40.7031617, -74.0110601 40.7030782, -74.011405 40.702994, -74.0115133 40.7029659)",3,,,,,,
42421960,42421965,0,413217632,Old Slip,residential,25 mph,True,False,129.856,"LINESTRING (-74.0089696 40.7041084, -74.0089227 40.7040512, -74.0088901 40.7040189, -74.0085638 40.7037212, -74.008526 40.7036887, -74.0084836 40.7036523, -74.0082883 40.7034754, -74.0080385 40.7032474, -74.0079952 40.7032048)",1,,,,,,
42421960,42421941,0,480682396,Water Street,primary,25 mph,False,True,27.203,"LINESTRING (-74.0089696 40.7041084, -74.0088945 40.7041583, -74.0087265 40.7042693)",4,,,,,,
42421965,4145794861,0,5671202,South Street,primary,25 mph,True,False,162.38,"LINESTRING (-74.0079952 40.7032048, -74.0080546 40.7031651, -74.0082584 40.7030434, -74.0090846 40.702542, -74.0091865 40.7024764, -74.0094947 40.7022883)",1,,,,,,
42421969,5706568625,0,709355577,Central Park West,secondary,25 mph,True,False,79.923,"LINESTRING (-73.9810586 40.7692956, -73.9810148 40.7693514, -73.9806229 40.7698597, -73.9805837 40.7699178)",2,,,,,,
42421972,1061531777,0,542371971,West 61st Street,residential,,True,False,21.559,"LINESTRING (-73.982236 40.7697925, -73.9820135 40.7696966)",,,,,,,
42421972,42428570,0,835176555,Broadway,primary,25 mph,True,False,93.688,"LINESTRING (-73.982236 40.7697925, -73.9822319 40.7697071, -73.9822028 40.7690587, -73.9822001 40.7689504)",4,,,,,,
42421974,42421972,0,"[5669002, 1197066228]",West 61st Street,residential,,True,False,156.643,"LINESTRING (-73.9838597 40.7704797, -73.9837336 40.7704258, -73.9835227 40.7703356, -73.9834546 40.7703081, -73.9833897 40.7702807, -73.9832922 40.7702395, -73.9828614 40.7700572, -73.9823912 40.7698582, -73.98235 40.7698395, -73.982236 40.7697925)",2,,,,,,
42421974,1241742627,0,938601996,Columbus Avenue,primary,25 mph,True,False,79.99000000000001,"LINESTRING (-73.9838597 40.7704797, -73.9839039 40.7704196, -73.9842524 40.7699435, -73.9843204 40.7698506)",3,,yes,,,,
42421982,7050687060,0,5671056,Amsterdam Avenue,primary,25 mph,True,False,78.78399999999999,"LINESTRING (-73.986677 40.7716605, -73.9866311 40.7717215, -73.986278 40.7722069, -73.9862242 40.7722805)",3,,,,,,
42421982,2974462027,0,"[5669004, 809013919]",West 61st Street,residential,25 mph,False,True,80.34700000000001,"LINESTRING (-73.986677 40.7716605, -73.9865581 40.7716109, -73.9862522 40.7714807, -73.9859786 40.7713667, -73.9859388 40.7712531)",2,,,,,,
42421985,42421982,0,46525011,West 61st Street,tertiary,,True,False,275.731,"LINESTRING (-73.9895402 40.7728633, -73.9894102 40.7728129, -73.9889002 40.772598, -73.9888292 40.7725673, -73.9883987 40.7723831, -73.9881833 40.7722921, -73.9874926 40.7720002, -73.9874241 40.771972, -73.9868399 40.7717261, -73.986677 40.7716605)",1,,,,,,
42421985,3533937800,0,46526965,West 61st Street,residential,25 mph,False,True,99.10000000000001,"LINESTRING (-73.9895402 40.7728633, -73.9896877 40.7729246, -73.9904706 40.7732667, -73.9905614 40.7733062)",2,,,,,,
42421985,42430981,0,"[420894368, 420894363]",West End Avenue,secondary,,False,"[False, True]",79.614,"LINESTRING (-73.9895402 40.7728633, -73.989489 40.7729292, -73.9893106 40.7731755, -73.9891197 40.773437, -73.9890814 40.7734893)",5,,,,,,
42421985,2061592973,0,"[420894376, 420894374]",West End Avenue,secondary,,False,True,79.185,"LINESTRING (-73.9895402 40.7728633, -73.9895845 40.7728031, -73.9898127 40.7724878, -73.9899484 40.7723029, -73.9899959 40.7722404)",,,,,,,
42421993,42421996,0,5669008,West 89th Street,residential,,True,False,274.107,"LINESTRING (-73.9679404 40.787235, -73.9680574 40.7872811, -73.9706375 40.7883707, -73.9707862 40.7884325)",,,,,,,
42421993,42431447,0,"[1271523184, 1271523182]",Central Park West,secondary,25 mph,False,False,81.183,"LINESTRING (-73.9679404 40.787235, -73.9678961 40.7872934, -73.967514 40.7878081, -73.9674683 40.7878716)",4,,,,,,
42421993,7106818627,0,"[1271523182, 1271523183]",Central Park West,secondary,25 mph,False,True,79.736,"LINESTRING (-73.9679404 40.787235, -73.9679789 40.7871816, -73.9681638 40.7869227, -73.9683486 40.7866638, -73.9683927 40.786605)",4,,,,,,
42421996,42422000,0,5669008,West 89th Street,residential,,True,False,271.01500000000004,"LINESTRING (-73.9707862 40.7884325, -73.9708999 40.7884801, -73.9734928 40.7895671, -73.9736025 40.7896131)",,,,,,,
42421996,42438043,0,"[421853640, 421853622]",Columbus Avenue,primary,25 mph,True,False,80.0,"LINESTRING (-73.9707862 40.7884325, -73.9708277 40.7883747, -73.9711238 40.7879568, -73.9711941 40.7878588, -73.9712361 40.7877988)",4,,,,,,
42422000,1061531768,0,5669008,West 89th Street,residential,,True,False,130.452,"LINESTRING (-73.9736025 40.7896131, -73.9737378 40.7896721, -73.974837 40.7901341, -73.9749558 40.7901845)",,,,,,,
42422000,42437052,0,1025731520,Amsterdam Avenue,primary,,True,False,79.952,"LINESTRING (-73.9736025 40.7896131, -73.9735558 40.7896769, -73.9731802 40.7901916, -73.9731431 40.7902424)",,,,,,,
42422006,42422016,0,5669008,West 89th Street,residential,,True,False,127.523,"LINESTRING (-73.9751294 40.7902583, -73.9752309 40.7903014, -73.9763203 40.7907677, -73.9764487 40.7908218)",,,,,,,
42422006,42428682,0,404253364,Broadway,primary,25 mph,True,False,79.18199999999999,"LINESTRING (-73.9751294 40.7902583, -73.9751671 40.7902073, -73.9755427 40.7896948, -73.9755873 40.7896363)",4,,,,,,
42422016,42422018,0,5669008,West 89th Street,residential,,True,False,213.47699999999998,"LINESTRING (-73.9764487 40.7908218, -73.9765835 40.7908762, -73.9785105 40.7916851, -73.9785429 40.791702, -73.9785527 40.7917083, -73.978578 40.7917247, -73.9786017 40.7917481, -73.978619 40.7917878)",,,,,,,
42422016,42431044,0,"[837696066, 837696067]",West End Avenue,tertiary,25 mph,False,True,79.78099999999999,"LINESTRING (-73.9764487 40.7908218, -73.97649 40.790767, -73.9766797 40.7905071, -73.9768698 40.790249, -73.9769096 40.7901949)",3,,,,,,
42422016,42431057,0,837696068,West End Avenue,tertiary,25 mph,False,False,78.857,"LINESTRING (-73.9764487 40.7908218, -73.9764073 40.7908778, -73.9760353 40.7913916, -73.9759966 40.7914429)",2,,,,,,
42422018,42438052,0,46111607,Riverside Drive,secondary,,False,False,90.33500000000001,"LINESTRING (-73.978619 40.7917878, -73.9787197 40.7917445, -73.9787809 40.7917136, -73.9788478 40.7916798, -73.9789123 40.7916419, -73.9789866 40.7915974, -73.9790544 40.7915563, -73.9791253 40.7915043, -73.9791886 40.791455, -73.979251 40.791398, -73.9793137 40.7913394, -73.9793445 40.7913058, -73.9794014 40.7912444)",,,,,,,
42422018,42437058,0,46111607,Riverside Drive,secondary,,False,True,90.475,"LINESTRING (-73.978619 40.7917878, -73.9785185 40.791831, -73.9779927 40.7920276, -73.9778993 40.7920652, -73.9777961 40.7921125, -73.9777644 40.7921289, -73.9776753 40.792175)",,,,,,,
42422026,246858433,0,"[1230733658, 5669013]",Liberty Street,residential,25 mph,False,False,108.21200000000002,"LINESTRING (-74.0157844 40.7115841, -74.0156279 40.7115173, -74.0148875 40.7112092, -74.0148141 40.7111795, -74.0147543 40.7111542, -74.0146587 40.7111162)",2,,,,,,
